  , 	  , 	T1, 	T2, 	T3, 	T4, 	T5, 	T6, 	T7, 	T8, 	T9, 	T10, 	T11, 	T12, 	T13, 	T14, 	T15, 	T16, 	T17, 	T18, 	T19,  	T20,  	T21,  	T22,  	T23,  	T24  
K1, 	S99, 	0.004,	0.000,	0.025,	0.000,	0.265,	0.039,	0.150,	0.483,	0.000,	0.286,	0.982,	0.951,	0.963,	0.428,	0.960,	0.965,	0.727,	0.762,	0.426,	0.241,	0.355,	0.273,	0.234,	0.257, 
K1, 	S100, 	0.113,	0.000,	0.000,	0.031,	0.239,	0.500,	0.604,	0.087,	0.278,	0.488,	0.640,	0.859,	0.712,	0.371,	0.313,	0.830,	0.540,	0.500,	0.454,	0.214,	0.173,	0.010,	0.227,	0.000, 


K2, 	S1, 	0.102,	0.124,	0.346,	0.202,	0.099,	0.000,	0.098,	0.000,	0.349,	0.867,	0.751,	0.965,	0.952,	0.819,	0.814,	0.604,	0.581,	0.219,	0.460,	0.360,	0.000,	0.101,	0.000,	0.169, 
K2, 	S2, 	0.123,	0.110,	0.118,	0.000,	0.071,	0.215,	0.000,	0.123,	0.520,	0.740,	0.842,	0.697,	0.792,	1.022,	0.657,	0.439,	0.611,	0.294,	0.353,	0.234,	0.153,	0.294,	0.000,	0.068, 
K2, 	S3, 	0.352,	0.329,	0.048,	0.049,	0.176,	0.430,	0.000,	0.144,	0.237,	0.764,	0.846,	0.907,	0.933,	0.375,	0.721,	0.825,	0.630,	0.510,	0.267,	0.119,	0.145,	0.047,	0.141,	0.093, 
K2, 	S4, 	0.000,	0.000,	0.000,	0.050,	0.302,	0.293,	0.000,	0.000,	0.383,	0.601,	0.768,	0.390,	0.850,	0.948,	0.813,	0.588,	0.560,	0.237,	0.370,	0.238,	0.000,	0.189,	0.171,	0.226, 
K2, 	S5, 	0.141,	0.000,	0.000,	0.086,	0.242,	0.408,	0.133,	0.172,	0.258,	0.547,	0.955,	0.961,	0.933,	0.959,	0.799,	0.727,	0.802,	0.374,	0.373,	0.117,	0.000,	0.193,	0.185,	0.140, 
K2, 	S6, 	0.000,	0.000,	0.118,	0.000,	0.000,	0.085,	0.000,	0.208,	0.237,	0.964,	0.938,	0.616,	0.728,	0.714,	0.551,	0.826,	0.637,	0.296,	0.396,	0.284,	0.000,	0.322,	0.000,	0.127, 
K2, 	S7, 	0.000,	0.000,	0.000,	0.000,	0.116,	0.000,	0.072,	0.176,	0.118,	0.689,	0.835,	0.963,	0.990,	0.878,	0.675,	0.566,	0.560,	0.364,	0.381,	0.365,	0.000,	0.144,	0.000,	0.113, 
K2, 	S8, 	0.000,	0.654,	0.000,	0.000,	0.000,	0.174,	0.093,	0.000,	0.403,	0.723,	1.053,	0.926,	0.889,	0.784,	0.707,	0.877,	0.543,	0.280,	0.433,	0.288,	0.000,	0.227,	0.178,	0.181, 
K2, 	S9, 	0.411,	0.271,	0.000,	0.112,	0.000,	0.443,	0.093,	0.021,	0.560,	0.634,	0.782,	0.765,	0.848,	0.632,	0.707,	0.806,	0.734,	0.447,	0.137,	0.231,	0.157,	0.025,	0.122,	0.124, 
K2, 	S10, 	0.000,	0.000,	0.058,	0.285,	0.000,	0.150,	0.002,	0.000,	0.402,	0.698,	0.913,	0.426,	0.668,	0.812,	0.644,	0.703,	0.539,	0.417,	0.124,	0.000,	0.248,	0.042,	0.136,	0.018, 
K2, 	S11, 	0.328,	0.263,	0.059,	0.000,	0.000,	0.246,	0.047,	0.069,	0.524,	0.632,	0.828,	0.995,	0.794,	0.966,	0.758,	0.618,	0.401,	0.394,	0.111,	0.104,	0.000,	0.194,	0.102,	0.219, 
K2, 	S12, 	0.177,	0.519,	0.363,	0.457,	0.000,	0.000,	0.041,	0.034,	0.339,	0.531,	0.700,	0.867,	0.512,	0.756,	0.728,	0.842,	0.668,	0.281,	0.412,	0.246,	0.000,	0.215,	0.109,	0.020, 
K2, 	S13, 	0.000,	0.126,	0.368,	0.000,	0.208,	0.157,	0.248,	0.000,	0.139,	0.807,	0.995,	1.005,	0.785,	0.895,	0.863,	0.797,	0.625,	0.418,	0.413,	0.175,	0.024,	0.115,	0.412,	0.204, 
K2, 	S14, 	0.438,	0.558,	0.265,	0.000,	0.000,	0.000,	0.000,	0.228,	0.252,	0.904,	0.733,	0.844,	0.666,	0.629,	0.786,	0.791,	0.828,	0.444,	0.377,	0.311,	0.232,	0.190,	0.114,	0.043, 
K2, 	S15, 	0.241,	0.264,	0.268,	0.023,	0.309,	0.158,	0.048,	0.069,	0.249,	0.722,	0.838,	0.380,	0.811,	0.639,	0.822,	1.007,	0.549,	0.215,	0.140,	0.276,	0.281,	0.060,	0.172,	0.231, 
K2, 	S16, 	0.259,	0.000,	0.000,	0.052,	0.104,	0.403,	0.155,	0.097,	0.518,	0.532,	1.001,	1.009,	0.848,	0.626,	0.751,	0.761,	0.638,	0.236,	0.281,	0.000,	0.338,	0.221,	0.000,	0.425, 
K2, 	S17, 	0.000,	0.000,	0.290,	0.148,	0.176,	0.000,	0.100,	0.141,	0.255,	0.705,	0.908,	0.789,	0.729,	0.526,	0.582,	0.841,	0.612,	0.574,	0.080,	0.283,	0.052,	0.062,	0.000,	0.000, 
K2, 	S18, 	0.000,	0.271,	0.000,	0.052,	0.000,	0.421,	0.000,	0.000,	0.325,	0.882,	0.889,	0.965,	0.985,	0.641,	0.616,	0.700,	0.635,	0.625,	0.417,	0.280,	0.000,	0.191,	0.059,	0.177, 
K2, 	S19, 	0.181,	0.023,	0.000,	0.000,	0.000,	0.000,	0.130,	0.000,	0.148,	0.927,	0.812,	0.716,	0.968,	0.641,	0.688,	0.948,	0.367,	0.241,	0.183,	0.362,	0.000,	0.197,	0.163,	0.205, 
K2, 	S20, 	0.383,	0.217,	0.392,	0.000,	0.000,	0.038,	0.000,	0.163,	0.326,	0.485,	0.863,	0.960,	0.971,	0.737,	0.714,	0.672,	0.590,	0.404,	0.237,	0.206,	0.154,	0.300,	0.169,	0.204, 
K2, 	S21, 	0.006,	0.130,	0.068,	0.000,	0.060,	0.107,	0.016,	0.147,	0.130,	0.722,	0.993,	0.964,	0.934,	0.375,	0.813,	0.567,	0.660,	0.234,	0.416,	0.243,	0.163,	0.034,	0.430,	0.087, 
K2, 	S22, 	0.425,	0.000,	0.000,	0.000,	0.000,	0.317,	0.293,	0.000,	0.258,	0.584,	0.779,	0.965,	0.941,	0.716,	0.689,	0.676,	0.563,	0.416,	0.152,	0.000,	0.000,	0.189,	0.000,	0.196, 
K2, 	S23, 	0.000,	0.041,	0.046,	0.160,	0.000,	0.000,	0.100,	0.206,	0.413,	0.796,	0.801,	0.952,	0.707,	0.664,	0.703,	0.466,	0.558,	0.417,	0.354,	0.129,	0.089,	0.000,	0.000,	0.218, 
K2, 	S24, 	0.194,	0.000,	0.052,	0.029,	0.000,	0.000,	0.129,	0.112,	0.544,	0.707,	0.781,	0.840,	0.847,	0.652,	0.801,	0.838,	0.571,	0.234,	0.106,	0.000,	0.002,	0.184,	0.111,	0.108, 
K2, 	S25, 	0.008,	0.000,	0.000,	0.000,	0.059,	0.417,	0.052,	0.133,	0.403,	0.563,	0.787,	0.871,	0.675,	0.769,	0.706,	0.544,	0.348,	0.464,	0.214,	0.191,	0.153,	0.259,	0.042,	0.093, 
K2, 	S26, 	0.353,	0.263,	0.000,	0.088,	0.257,	0.141,	0.025,	0.131,	0.351,	0.467,	0.797,	0.904,	0.854,	0.959,	0.655,	0.727,	0.671,	0.557,	0.298,	0.079,	0.262,	0.036,	0.000,	0.436, 
K2, 	S27, 	0.000,	0.000,	0.118,	0.000,	0.302,	0.000,	0.126,	0.036,	0.478,	0.489,	0.908,	0.716,	0.960,	0.797,	0.705,	0.822,	0.628,	0.396,	0.262,	0.011,	0.262,	0.145,	0.218,	0.297, 
K2, 	S28, 	0.006,	0.000,	0.049,	0.325,	0.000,	0.120,	0.329,	0.000,	0.415,	0.574,	0.846,	0.960,	0.678,	0.835,	0.703,	0.776,	0.644,	0.248,	0.077,	0.200,	0.150,	0.293,	0.101,	0.228, 
K2, 	S29, 	0.000,	0.000,	0.000,	0.048,	0.097,	0.000,	0.032,	0.105,	0.119,	0.666,	0.771,	0.680,	0.793,	0.967,	0.815,	0.774,	0.673,	0.323,	0.264,	0.105,	0.025,	0.313,	0.172,	0.155, 
K2, 	S30, 	0.115,	0.000,	0.000,	0.068,	0.000,	0.206,	0.266,	0.000,	0.129,	0.883,	0.956,	0.373,	0.489,	0.903,	0.796,	0.569,	0.615,	0.234,	0.514,	0.328,	0.003,	0.169,	0.164,	0.149, 
K2, 	S31, 	0.030,	0.126,	0.024,	0.000,	0.000,	0.411,	0.014,	0.094,	0.234,	0.594,	0.766,	0.873,	0.935,	0.814,	0.813,	0.692,	0.789,	0.459,	0.358,	0.388,	0.000,	0.304,	0.000,	0.001, 
K2, 	S32, 	0.171,	0.605,	0.052,	0.101,	0.045,	0.000,	0.019,	0.135,	0.225,	0.786,	0.784,	0.879,	0.960,	0.959,	0.706,	0.826,	0.401,	0.424,	0.237,	0.188,	0.270,	0.145,	0.193,	0.069, 
K2, 	S33, 	0.133,	0.000,	0.000,	0.050,	0.000,	0.000,	0.120,	0.135,	0.134,	0.840,	0.845,	0.891,	0.960,	1.040,	0.978,	0.572,	0.579,	0.264,	0.200,	0.249,	0.000,	0.042,	0.113,	0.223, 
K2, 	S34, 	0.000,	0.033,	0.059,	0.065,	0.030,	0.368,	0.000,	0.000,	0.241,	0.738,	0.718,	1.023,	0.687,	0.732,	0.774,	0.553,	0.735,	0.563,	0.056,	0.000,	0.000,	0.151,	0.079,	0.128, 
K2, 	S35, 	0.183,	0.261,	0.339,	0.003,	0.151,	0.000,	0.142,	0.148,	0.228,	0.718,	0.757,	0.988,	0.705,	0.942,	0.666,	0.581,	0.567,	0.234,	0.243,	0.336,	0.000,	0.000,	0.115,	0.402, 
K2, 	S36, 	0.458,	0.622,	0.000,	0.152,	0.000,	0.000,	0.000,	0.000,	0.521,	0.570,	0.720,	1.034,	0.804,	0.642,	0.655,	0.813,	0.600,	0.507,	0.046,	0.062,	0.384,	0.041,	0.170,	0.410, 
K2, 	S37, 	0.000,	0.340,	0.091,	0.000,	0.000,	0.000,	0.000,	0.137,	0.243,	0.863,	0.653,	0.888,	0.767,	0.627,	0.764,	0.682,	0.374,	0.192,	0.099,	0.243,	0.141,	0.073,	0.274,	0.127, 
K2, 	S38, 	0.277,	0.000,	0.306,	0.060,	0.000,	0.000,	0.049,	0.173,	0.173,	0.905,	1.020,	0.964,	0.716,	0.686,	0.714,	0.712,	0.614,	0.328,	0.073,	0.156,	0.068,	0.298,	0.158,	0.100, 
K2, 	S39, 	0.000,	0.000,	0.076,	0.283,	0.000,	0.092,	0.097,	0.218,	0.257,	0.790,	0.768,	0.727,	0.330,	0.788,	0.638,	0.467,	0.735,	0.562,	0.255,	0.250,	0.131,	0.190,	0.000,	0.032, 
K2, 	S40, 	0.000,	0.292,	0.118,	0.013,	0.176,	0.000,	0.231,	0.000,	0.229,	0.782,	0.909,	0.798,	0.938,	0.354,	0.704,	0.585,	0.344,	0.437,	0.419,	0.165,	0.145,	0.328,	0.199,	0.112, 
K2, 	S41, 	0.000,	0.052,	0.000,	0.112,	0.000,	0.199,	0.091,	0.194,	0.341,	0.747,	0.842,	0.383,	0.792,	0.416,	0.599,	0.588,	0.580,	0.459,	0.405,	0.226,	0.146,	0.210,	0.090,	0.012, 
K2, 	S42, 	0.175,	0.568,	0.014,	0.000,	0.105,	0.009,	0.144,	0.094,	0.308,	0.882,	0.754,	0.853,	0.940,	0.785,	0.815,	0.550,	0.383,	0.279,	0.105,	0.006,	0.094,	0.196,	0.408,	0.072, 
K2, 	S43, 	0.016,	0.432,	0.000,	0.060,	0.000,	0.000,	0.094,	0.111,	0.133,	0.668,	0.832,	0.965,	0.859,	0.885,	0.955,	0.844,	0.490,	0.626,	0.050,	0.188,	0.443,	0.143,	0.179,	0.219, 
K2, 	S44, 	0.242,	0.657,	0.028,	0.000,	0.086,	0.000,	0.128,	0.036,	0.404,	0.638,	0.885,	0.653,	0.327,	0.921,	0.822,	0.831,	0.616,	0.274,	0.099,	0.000,	0.260,	0.041,	0.183,	0.109, 
K2, 	S45, 	0.000,	0.000,	0.000,	0.289,	0.000,	0.000,	0.000,	0.136,	0.303,	0.742,	0.762,	0.806,	0.779,	0.846,	0.718,	0.468,	0.767,	0.543,	0.121,	0.217,	0.000,	0.189,	0.108,	0.006, 
K2, 	S46, 	0.000,	0.000,	0.000,	0.093,	0.000,	0.050,	0.055,	0.070,	0.245,	0.664,	0.954,	0.719,	0.941,	0.777,	0.871,	0.746,	0.596,	0.596,	0.412,	0.244,	0.000,	0.135,	0.049,	0.000, 
K2, 	S47, 	0.000,	0.000,	0.325,	0.334,	0.000,	0.000,	0.006,	0.035,	0.230,	0.848,	0.945,	0.703,	0.960,	0.873,	0.800,	0.567,	0.550,	0.368,	0.156,	0.149,	0.109,	0.005,	0.068,	0.133, 
K2, 	S48, 	0.003,	0.000,	0.033,	0.038,	0.000,	0.401,	0.043,	0.036,	0.428,	0.483,	0.836,	0.964,	0.777,	1.053,	0.561,	0.652,	0.841,	0.587,	0.475,	0.273,	0.146,	0.219,	0.000,	0.072, 
K2, 	S49, 	0.178,	0.000,	0.118,	0.037,	0.000,	0.000,	0.328,	0.173,	0.328,	0.898,	0.902,	0.854,	0.927,	1.016,	0.733,	0.697,	0.567,	0.445,	0.238,	0.287,	0.077,	0.145,	0.051,	0.096, 
K2, 	S50, 	0.000,	0.330,	0.075,	0.077,	0.034,	0.000,	0.000,	0.168,	0.127,	0.602,	0.733,	0.961,	0.855,	0.792,	0.757,	0.956,	0.641,	0.239,	0.075,	0.000,	0.117,	0.191,	0.324,	0.013, 
K2, 	S51, 	0.000,	0.000,	0.000,	0.353,	0.000,	0.048,	0.073,	0.206,	0.552,	0.736,	0.907,	0.922,	0.949,	0.964,	0.812,	0.779,	0.587,	0.414,	0.368,	0.000,	0.069,	0.110,	0.086,	0.031, 
K2, 	S52, 	0.164,	0.370,	0.000,	0.000,	0.000,	0.000,	0.036,	0.148,	0.278,	0.627,	0.812,	0.965,	1.037,	0.699,	0.727,	0.585,	0.621,	0.359,	0.359,	0.105,	0.000,	0.230,	0.127,	0.016, 
K2, 	S53, 	0.000,	0.500,	0.000,	0.000,	0.201,	0.045,	0.100,	0.100,	0.340,	0.850,	0.956,	0.360,	0.698,	0.823,	0.862,	0.824,	0.459,	0.550,	0.139,	0.246,	0.439,	0.081,	0.392,	0.021, 
K2, 	S54, 	0.000,	0.000,	0.063,	0.296,	0.000,	0.436,	0.312,	0.000,	0.373,	0.486,	0.765,	0.693,	1.050,	0.816,	0.647,	0.822,	0.609,	0.548,	0.411,	0.256,	0.083,	0.200,	0.095,	0.000, 
K2, 	S55, 	0.173,	0.000,	0.000,	0.440,	0.000,	0.000,	0.138,	0.143,	0.153,	0.513,	1.009,	0.816,	0.853,	0.922,	0.996,	0.701,	0.511,	0.490,	0.306,	0.144,	0.443,	0.230,	0.114,	0.036, 
K2, 	S56, 	0.012,	0.000,	0.162,	0.012,	0.000,	0.000,	0.000,	0.069,	0.517,	0.905,	0.842,	0.911,	0.704,	0.628,	0.881,	0.986,	0.568,	0.227,	0.368,	0.283,	0.000,	0.148,	0.187,	0.114, 
K2, 	S57, 	0.055,	0.000,	0.000,	0.328,	0.008,	0.000,	0.000,	0.136,	0.362,	0.525,	0.894,	0.980,	0.704,	0.889,	0.722,	0.664,	0.658,	0.212,	0.212,	0.386,	0.077,	0.041,	0.164,	0.206, 
K2, 	S58, 	0.379,	0.000,	0.000,	0.452,	0.173,	0.198,	0.132,	0.196,	0.382,	0.549,	0.956,	0.726,	0.844,	0.815,	0.803,	0.589,	0.824,	0.562,	0.239,	0.031,	0.000,	0.190,	0.171,	0.217, 
K2, 	S59, 	0.345,	0.035,	0.054,	0.064,	0.000,	0.000,	0.000,	0.043,	0.525,	0.686,	0.917,	0.727,	0.848,	0.823,	0.677,	0.780,	0.524,	0.471,	0.194,	0.068,	0.000,	0.291,	0.105,	0.359, 
K2, 	S60, 	0.008,	0.000,	0.270,	0.000,	0.168,	0.000,	0.000,	0.046,	0.348,	0.550,	0.767,	0.789,	0.887,	0.634,	0.667,	0.535,	0.638,	0.456,	0.253,	0.000,	0.191,	0.000,	0.114,	0.339, 
K2, 	S61, 	0.000,	0.000,	0.061,	0.000,	0.078,	0.416,	0.100,	0.070,	0.128,	0.720,	0.767,	0.961,	0.942,	0.769,	0.772,	0.628,	0.561,	0.608,	0.098,	0.229,	0.161,	0.187,	0.394,	0.120, 
K2, 	S62, 	0.000,	0.000,	0.018,	0.005,	0.000,	0.209,	0.000,	0.136,	0.315,	0.881,	0.767,	0.862,	0.874,	0.456,	0.855,	0.595,	0.621,	0.647,	0.365,	0.289,	0.000,	0.188,	0.418,	0.005, 
K2, 	S63, 	0.122,	0.000,	0.000,	0.175,	0.000,	0.000,	0.289,	0.232,	0.506,	0.695,	0.919,	0.977,	0.687,	0.672,	0.854,	0.852,	0.887,	0.268,	0.099,	0.142,	0.122,	0.198,	0.132,	0.211, 
K2, 	S64, 	0.453,	0.265,	0.289,	0.022,	0.073,	0.286,	0.094,	0.000,	0.525,	0.906,	0.792,	0.706,	0.705,	0.633,	0.983,	0.800,	0.563,	0.280,	0.159,	0.291,	0.056,	0.124,	0.058,	0.424, 
K2, 	S65, 	0.339,	0.000,	0.224,	0.447,	0.005,	0.000,	0.046,	0.210,	0.401,	0.483,	0.782,	0.924,	0.705,	0.769,	0.719,	0.783,	0.518,	0.407,	0.098,	0.155,	0.167,	0.196,	0.121,	0.379, 
K2, 	S66, 	0.079,	0.123,	0.000,	0.002,	0.000,	0.054,	0.130,	0.080,	0.130,	0.666,	0.842,	0.914,	0.712,	0.817,	0.720,	0.824,	0.668,	0.420,	0.422,	0.237,	0.000,	0.094,	0.087,	0.115, 
K2, 	S67, 	0.000,	0.000,	0.000,	0.000,	0.000,	0.449,	0.129,	0.198,	0.455,	0.546,	0.926,	0.392,	0.873,	0.948,	0.546,	0.824,	0.717,	0.508,	0.421,	0.300,	0.369,	0.193,	0.071,	0.000, 
K2, 	S68, 	0.000,	0.000,	0.000,	0.098,	0.118,	0.468,	0.040,	0.127,	0.310,	0.764,	0.832,	0.905,	0.871,	0.634,	0.715,	0.702,	0.408,	0.507,	0.236,	0.281,	0.000,	0.293,	0.000,	0.001, 
K2, 	S69, 	0.000,	0.260,	0.069,	0.068,	0.118,	0.000,	0.175,	0.036,	0.339,	0.506,	0.886,	1.017,	0.792,	0.823,	0.783,	0.526,	0.531,	0.570,	0.495,	0.249,	0.141,	0.154,	0.000,	0.039, 
K2, 	S70, 	0.000,	0.345,	0.000,	0.091,	0.000,	0.001,	0.098,	0.071,	0.407,	0.487,	0.668,	0.551,	0.690,	0.960,	0.732,	0.522,	0.608,	0.206,	0.461,	0.343,	0.000,	0.039,	0.135,	0.017, 
K2, 	S71, 	0.159,	0.317,	0.000,	0.000,	0.165,	0.277,	0.179,	0.201,	0.401,	0.639,	0.768,	0.726,	0.778,	0.953,	0.703,	0.699,	0.556,	0.377,	0.383,	0.043,	0.000,	0.148,	0.080,	0.056, 
K2, 	S72, 	0.395,	0.344,	0.031,	0.023,	0.000,	0.171,	0.096,	0.208,	0.117,	0.474,	0.742,	0.693,	0.935,	0.380,	0.654,	0.922,	0.567,	0.297,	0.046,	0.110,	0.000,	0.202,	0.384,	0.005, 
K2, 	S73, 	0.036,	0.025,	0.000,	0.000,	0.002,	0.000,	0.048,	0.201,	0.130,	0.544,	0.770,	0.977,	0.798,	0.916,	0.712,	0.821,	0.536,	0.327,	0.097,	0.241,	0.386,	0.141,	0.000,	0.228, 
K2, 	S74, 	0.000,	0.024,	0.000,	0.061,	0.184,	0.000,	0.310,	0.036,	0.225,	0.605,	0.768,	0.728,	0.973,	0.776,	0.981,	0.829,	0.633,	0.440,	0.125,	0.141,	0.088,	0.311,	0.026,	0.027, 
K2, 	S75, 	0.408,	0.335,	0.006,	0.172,	0.000,	0.000,	0.000,	0.000,	0.166,	0.481,	0.779,	0.962,	0.704,	0.961,	0.669,	0.937,	0.612,	0.419,	0.111,	0.107,	0.143,	0.113,	0.172,	0.229, 
K2, 	S76, 	0.000,	0.000,	0.000,	0.291,	0.000,	0.000,	0.116,	0.153,	0.343,	0.795,	0.782,	0.391,	0.862,	0.953,	0.757,	0.608,	0.518,	0.384,	0.099,	0.284,	0.000,	0.125,	0.172,	0.163, 
K2, 	S77, 	0.000,	0.000,	0.000,	0.163,	0.000,	0.000,	0.320,	0.172,	0.346,	0.722,	0.908,	0.379,	0.960,	0.769,	0.656,	0.583,	0.643,	0.438,	0.419,	0.143,	0.000,	0.311,	0.101,	0.005, 
K2, 	S78, 	0.273,	0.261,	0.147,	0.096,	0.095,	0.000,	0.019,	0.000,	0.254,	0.581,	0.955,	0.965,	0.702,	0.822,	0.863,	0.828,	0.395,	0.192,	0.105,	0.247,	0.143,	0.192,	0.006,	0.192, 
K2, 	S79, 	0.009,	0.000,	0.000,	0.170,	0.000,	0.000,	0.117,	0.123,	0.503,	0.485,	0.720,	0.960,	0.810,	0.864,	0.842,	0.573,	0.660,	0.235,	0.256,	0.178,	0.089,	0.219,	0.000,	0.225, 
K2, 	S80, 	0.000,	0.057,	0.261,	0.035,	0.310,	0.473,	0.097,	0.233,	0.225,	0.667,	0.979,	0.903,	0.667,	0.339,	0.786,	0.991,	0.573,	0.385,	0.159,	0.128,	0.156,	0.297,	0.097,	0.011, 
K2, 	S81, 	0.232,	0.000,	0.000,	0.042,	0.000,	0.039,	0.026,	0.087,	0.310,	0.658,	0.953,	0.965,	0.695,	0.699,	0.760,	0.818,	0.649,	0.346,	0.245,	0.270,	0.258,	0.066,	0.172,	0.096, 
K2, 	S82, 	0.000,	0.000,	0.000,	0.270,	0.000,	0.425,	0.066,	0.035,	0.252,	0.446,	0.861,	0.857,	0.495,	0.769,	0.900,	0.579,	0.518,	0.242,	0.468,	0.270,	0.000,	0.145,	0.117,	0.208, 
K2, 	S83, 	0.414,	0.000,	0.296,	0.287,	0.031,	0.000,	0.117,	0.000,	0.253,	0.880,	0.956,	0.866,	0.694,	0.629,	0.815,	0.598,	0.645,	0.210,	0.049,	0.000,	0.000,	0.270,	0.000,	0.097, 
K2, 	S84, 	0.000,	0.028,	0.060,	0.000,	0.000,	0.391,	0.329,	0.000,	0.324,	0.784,	0.884,	0.696,	0.876,	0.344,	0.752,	0.801,	0.567,	0.538,	0.106,	0.141,	0.149,	0.048,	0.218,	0.010, 
K2, 	S85, 	0.000,	0.606,	0.000,	0.000,	0.180,	0.000,	0.137,	0.044,	0.132,	0.484,	0.759,	0.846,	0.792,	0.947,	0.771,	0.821,	0.580,	0.449,	0.126,	0.006,	0.105,	0.190,	0.191,	0.190, 
K2, 	S86, 	0.000,	0.020,	0.000,	0.000,	0.140,	0.000,	0.045,	0.142,	0.258,	0.961,	0.933,	0.632,	0.934,	0.709,	0.896,	0.844,	0.567,	0.598,	0.400,	0.217,	0.117,	0.031,	0.114,	0.014, 
K2, 	S87, 	0.141,	0.177,	0.000,	0.000,	0.262,	0.102,	0.000,	0.000,	0.428,	0.669,	1.026,	0.696,	0.959,	0.959,	0.812,	0.750,	0.645,	0.465,	0.099,	0.090,	0.000,	0.214,	0.154,	0.181, 
K2, 	S88, 	0.405,	0.152,	0.082,	0.000,	0.131,	0.176,	0.095,	0.137,	0.459,	0.483,	0.767,	0.742,	0.875,	0.635,	0.802,	0.556,	0.800,	0.206,	0.107,	0.187,	0.000,	0.333,	0.152,	0.173, 
K2, 	S89, 	0.146,	0.113,	0.196,	0.093,	0.000,	0.001,	0.095,	0.188,	0.125,	0.542,	0.763,	0.865,	0.941,	0.953,	0.814,	0.702,	0.660,	0.186,	0.371,	0.313,	0.147,	0.145,	0.163,	0.008, 
K2, 	S90, 	0.206,	0.657,	0.048,	0.000,	0.000,	0.000,	0.000,	0.035,	0.401,	0.769,	0.913,	0.998,	0.941,	0.900,	0.731,	0.504,	0.565,	0.378,	0.050,	0.341,	0.409,	0.120,	0.193,	0.063, 
K2, 	S91, 	0.398,	0.000,	0.000,	0.034,	0.097,	0.000,	0.146,	0.167,	0.304,	0.483,	0.834,	0.913,	1.067,	0.869,	0.667,	0.780,	0.511,	0.295,	0.413,	0.286,	0.068,	0.310,	0.106,	0.145, 
K2, 	S92, 	0.000,	0.000,	0.071,	0.086,	0.000,	0.000,	0.100,	0.173,	0.401,	0.607,	0.720,	0.922,	0.941,	0.634,	0.804,	0.800,	0.606,	0.507,	0.351,	0.000,	0.254,	0.041,	0.393,	0.124, 
K2, 	S93, 	0.287,	0.000,	0.119,	0.000,	0.094,	0.000,	0.112,	0.115,	0.377,	0.667,	0.944,	0.960,	0.465,	0.773,	0.612,	0.700,	0.467,	0.508,	0.358,	0.344,	0.309,	0.132,	0.000,	0.117, 
K2, 	S94, 	0.000,	0.228,	0.000,	0.000,	0.010,	0.000,	0.016,	0.230,	0.265,	0.640,	0.816,	0.986,	0.864,	0.741,	0.695,	0.569,	0.572,	0.378,	0.249,	0.292,	0.251,	0.161,	0.109,	0.219, 
K2, 	S95, 	0.447,	0.303,	0.324,	0.000,	0.000,	0.000,	0.003,	0.000,	0.352,	0.717,	0.765,	0.960,	0.940,	0.634,	0.862,	0.837,	0.636,	0.306,	0.067,	0.220,	0.388,	0.221,	0.053,	0.008, 
K2, 	S96, 	0.094,	0.000,	0.000,	0.000,	0.035,	0.386,	0.016,	0.139,	0.407,	0.557,	0.774,	0.855,	0.951,	0.745,	0.703,	0.824,	0.568,	0.263,	0.060,	0.393,	0.142,	0.035,	0.078,	0.214, 
K2, 	S97, 	0.000,	0.137,	0.214,	0.000,	0.117,	0.086,	0.000,	0.000,	0.406,	0.668,	0.780,	0.760,	0.942,	0.391,	0.798,	0.583,	0.757,	0.570,	0.284,	0.126,	0.000,	0.040,	0.000,	0.016, 
K2, 	S98, 	0.033,	0.000,	0.242,	0.172,	0.182,	0.108,	0.013,	0.024,	0.251,	0.716,	0.912,	0.960,	0.726,	0.776,	0.726,	0.520,	0.549,	0.405,	0.414,	0.377,	0.000,	0.196,	0.318,	0.229, 
K2, 	S99, 	0.000,	0.001,	0.050,	0.000,	0.000,	0.000,	0.127,	0.160,	0.136,	0.450,	0.748,	0.387,	0.828,	0.775,	0.799,	0.827,	0.644,	0.365,	0.415,	0.028,	0.087,	0.145,	0.154,	0.081, 
K2, 	S100, 	0.000,	0.000,	0.035,	0.150,	0.000,	0.086,	0.000,	0.206,	0.253,	0.468,	0.900,	0.853,	0.871,	0.661,	0.804,	0.809,	0.650,	0.407,	0.307,	0.145,	0.000,	0.000,	0.116,	0.222, 


K3, 	S1, 	0.000,	0.011,	0.068,	0.026,	0.000,	0.177,	0.014,	0.324,	0.485,	0.896,	0.456,	0.909,	0.828,	0.762,	0.430,	0.854,	0.320,	0.394,	0.415,	0.440,	0.181,	0.143,	0.173,	0.000, 
K3, 	S2, 	0.000,	0.000,	0.359,	0.000,	0.111,	0.040,	0.010,	0.401,	0.645,	0.964,	0.944,	0.752,	0.673,	0.814,	0.678,	0.573,	0.300,	0.404,	0.220,	0.190,	0.000,	0.135,	0.101,	0.006, 
K3, 	S3, 	0.000,	0.000,	0.052,	0.353,	0.054,	0.098,	0.103,	0.334,	0.646,	0.778,	0.960,	0.988,	0.714,	0.708,	0.583,	0.474,	0.265,	0.246,	0.422,	0.000,	0.301,	0.128,	0.174,	0.071, 
